,chrom,gene_id,openness_score,openness_gene,openness_promoter,avg_pValue,A_g_max,A_g_sum
6063,chr3R,FBgn0046685,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6064,chr3R,FBgn0262858,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6065,chr3R,FBgn0262858,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6066,chr3R,FBgn0039214,10.422768,3.970858,201.050903,3.756441,0.015712,0.000168
6067,chr3R,FBgn0039214,10.422768,3.970858,201.050903,3.756441,0.015712,0.000168
6068,chr3R,FBgn0039214,10.422768,3.970858,201.050903,3.756441,0.015712,0.000168
6069,chr3R,FBgn0039214,10.422768,3.970858,201.050903,3.756441,0.015712,0.000168
6070,chr3R,FBgn0039214,10.422768,3.970858,201.050903,3.756441,0.015712,0.000168
6071,chr3R,FBgn0039214,15.582120,6.037617,201.050903,3.756441,0.023490,0.000251
6072,chr3R,FBgn0000139,42.438534,30.921394,117.322978,3.756441,0.063977,0.000684
6073,chr3R,FBgn0000139,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6074,chr3R,FBgn0000139,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6075,chr3R,FBgn0051125,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6076,chr3R,FBgn0039215,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6077,chr3R,FBgn0039215,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6078,chr3R,FBgn0262431,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6079,chr3R,FBgn0051126,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6080,chr3R,FBgn0020018,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6081,chr3R,FBgn0003429,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6082,chr3R,FBgn0003429,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6083,chr3R,FBgn0003429,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6084,chr3R,FBgn0003429,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6085,chr3R,FBgn0003429,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6086,chr3R,FBgn0003429,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6087,chr3R,FBgn0003429,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6088,chr3R,FBgn0003429,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6089,chr3R,FBgn0003429,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6090,chr3R,FBgn0003429,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6091,chr3R,FBgn0003429,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6092,chr3R,FBgn0003429,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6093,chr3R,FBgn0003429,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6094,chr3R,FBgn0003429,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6095,chr3R,FBgn0003429,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6096,chr3R,FBgn0003429,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6097,chr3R,FBgn0003429,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6098,chr3R,FBgn0003429,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6099,chr3R,FBgn0003429,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6100,chr3R,FBgn0003429,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6101,chr3R,FBgn0003429,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6102,chr3R,FBgn0003429,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6103,chr3R,FBgn0003429,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6104,chr3R,FBgn0284232,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6105,chr3R,FBgn0039217,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6106,chr3R,FBgn0039217,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6107,chr3R,FBgn0039217,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6108,chr3R,FBgn0039218,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6109,chr3R,FBgn0039219,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6110,chr3R,FBgn0004885,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6111,chr3R,FBgn0004885,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6112,chr3R,FBgn0004885,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6113,chr3R,FBgn0086059,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6114,chr3R,FBgn0003719,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6115,chr3R,FBgn0000140,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6116,chr3R,FBgn0015591,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6117,chr3R,FBgn0015591,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6118,chr3R,FBgn0267210,65.552596,108.907487,0.000000,3.831876,0.098821,0.001057
6119,chr3R,FBgn0040600,20.698305,0.000000,86.187741,3.625748,0.031203,0.000334
6120,chr3R,FBgn0040600,34.201485,0.000000,86.187741,3.625748,0.051559,0.000552
6121,chr3R,FBgn0259233,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6122,chr3R,FBgn0259233,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6123,chr3R,FBgn0259233,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6124,chr3R,FBgn0039223,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6125,chr3R,FBgn0039223,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6126,chr3R,FBgn0039225,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6127,chr3R,FBgn0039225,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6128,chr3R,FBgn0039224,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6129,chr3R,FBgn0039226,22.722416,28.089071,0.000000,3.960047,0.034254,0.000366
6130,chr3R,FBgn0039226,23.110985,28.685269,0.000000,3.960047,0.034840,0.000373
6131,chr3R,FBgn0039226,23.958325,30.002302,0.000000,3.960047,0.036118,0.000386
6132,chr3R,FBgn0039227,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6133,chr3R,FBgn0027539,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6134,chr3R,FBgn0027539,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6135,chr3R,FBgn0039228,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6136,chr3R,FBgn0083986,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6137,chr3R,FBgn0027617,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6138,chr3R,FBgn0267765,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6139,chr3R,FBgn0039229,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6140,chr3R,FBgn0039229,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6141,chr3R,FBgn0039229,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6142,chr3R,FBgn0039229,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6143,chr3R,FBgn0045980,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6144,chr3R,FBgn0262722,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6145,chr3R,FBgn0051118,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6146,chr3R,FBgn0051357,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6147,chr3R,FBgn0262962,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6148,chr3R,FBgn0262962,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6149,chr3R,FBgn0039232,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6150,chr3R,FBgn0039232,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6151,chr3R,FBgn0039232,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6152,chr3R,FBgn0266743,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6153,chr3R,FBgn0053658,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6154,chr3R,FBgn0013953,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6155,chr3R,FBgn0013953,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6156,chr3R,FBgn0039233,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6157,chr3R,FBgn0039234,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6158,chr3R,FBgn0039234,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6159,chr3R,FBgn0039234,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6160,chr3R,FBgn0039234,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6161,chr3R,FBgn0051119,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6162,chr3R,FBgn0051119,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6163,chr3R,FBgn0039235,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6164,chr3R,FBgn0039235,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6165,chr3R,FBgn0051105,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6166,chr3R,FBgn0051105,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6167,chr3R,FBgn0265266,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6168,chr3R,FBgn0039237,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6169,chr3R,FBgn0039238,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6170,chr3R,FBgn0039239,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6171,chr3R,FBgn0013949,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6172,chr3R,FBgn0013949,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6173,chr3R,FBgn0013949,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6174,chr3R,FBgn0015625,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6175,chr3R,FBgn0015625,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6176,chr3R,FBgn0039240,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6177,chr3R,FBgn0039240,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6178,chr3R,FBgn0039240,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6179,chr3R,FBgn0039240,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6180,chr3R,FBgn0039241,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6181,chr3R,FBgn0039241,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6182,chr3R,FBgn0043799,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6183,chr3R,FBgn0043799,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6184,chr3R,FBgn0051121,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6185,chr3R,FBgn0051121,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6186,chr3R,FBgn0039244,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6187,chr3R,FBgn0040601,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6188,chr3R,FBgn0040601,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6189,chr3R,FBgn0040601,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6190,chr3R,FBgn0040601,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6191,chr3R,FBgn0039246,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6192,chr3R,FBgn0265253,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6193,chr3R,FBgn0265190,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6194,chr3R,FBgn0051382,75.803494,0.000000,86.567590,3.399762,0.114275,0.001222
6195,chr3R,FBgn0051416,75.803494,609.630915,0.000000,3.399762,0.114275,0.001222
6196,chr3R,FBgn0265189,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6197,chr3R,FBgn0039249,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6198,chr3R,FBgn0039249,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6199,chr3R,FBgn0039249,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6200,chr3R,FBgn0039249,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6201,chr3R,FBgn0039250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6202,chr3R,FBgn0267766,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6203,chr3R,FBgn0039251,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6204,chr3R,FBgn0039251,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6205,chr3R,FBgn0039252,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6206,chr3R,FBgn0020626,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6207,chr3R,FBgn0029157,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6208,chr3R,FBgn0029157,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6209,chr3R,FBgn0029157,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6210,chr3R,FBgn0029157,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6211,chr3R,FBgn0039254,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6212,chr3R,FBgn0039254,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6213,chr3R,FBgn0039254,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6214,chr3R,FBgn0039254,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6215,chr3R,FBgn0285912,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6216,chr3R,FBgn0039257,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6217,chr3R,FBgn0039257,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6218,chr3R,FBgn0039258,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6219,chr3R,FBgn0039259,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6220,chr3R,FBgn0015240,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6221,chr3R,FBgn0039260,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6222,chr3R,FBgn0039261,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6223,chr3R,FBgn0039261,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6224,chr3R,FBgn0039261,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6225,chr3R,FBgn0039261,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6226,chr3R,FBgn0051115,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6227,chr3R,FBgn0045866,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6228,chr3R,FBgn0259178,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6229,chr3R,FBgn0259178,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6230,chr3R,FBgn0259178,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6231,chr3R,FBgn0039264,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6232,chr3R,FBgn0039265,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6233,chr3R,FBgn0039265,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6234,chr3R,FBgn0039265,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6235,chr3R,FBgn0039266,43.175839,0.000000,341.779942,4.754872,0.065088,0.000696
6236,chr3R,FBgn0039266,43.175839,0.000000,341.779942,4.754872,0.065088,0.000696
6237,chr3R,FBgn0039266,20.193165,23.759601,0.000000,3.765134,0.030441,0.000326
6238,chr3R,FBgn0039266,20.193165,23.759601,0.000000,3.765134,0.030441,0.000326
6239,chr3R,FBgn0051109,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6240,chr3R,FBgn0051109,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6241,chr3R,FBgn0051111,21.719204,31.582603,0.000000,4.021677,0.032742,0.000350
6242,chr3R,FBgn0266719,8.687588,4.913258,69.544891,3.749620,0.013097,0.000140
6243,chr3R,FBgn0266719,5.059482,0.000000,79.221368,3.477564,0.007627,0.000082
6244,chr3R,FBgn0266719,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6245,chr3R,FBgn0039269,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6246,chr3R,FBgn0039269,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6247,chr3R,FBgn0039270,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6248,chr3R,FBgn0011336,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6249,chr3R,FBgn0039271,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6250,chr3R,FBgn0039272,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6251,chr3R,FBgn0039272,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6252,chr3R,FBgn0039272,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6253,chr3R,FBgn0039272,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6254,chr3R,FBgn0039272,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6255,chr3R,FBgn0039272,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6256,chr3R,FBgn0039272,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6257,chr3R,FBgn0039272,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6258,chr3R,FBgn0039273,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6259,chr3R,FBgn0039274,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6260,chr3R,FBgn0004897,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6261,chr3R,FBgn0004897,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6262,chr3R,FBgn0004898,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6263,chr3R,FBgn0053095,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6264,chr3R,FBgn0053095,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6265,chr3R,FBgn0053096,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6266,chr3R,FBgn0053096,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6267,chr3R,FBgn0053096,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6268,chr3R,FBgn0053096,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6269,chr3R,FBgn0053096,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6270,chr3R,FBgn0053096,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6271,chr3R,FBgn0266534,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6272,chr3R,FBgn0054027,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6273,chr3R,FBgn0039277,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6274,chr3R,FBgn0051108,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6275,chr3R,FBgn0051108,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6276,chr3R,FBgn0051510,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6277,chr3R,FBgn0046214,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6278,chr3R,FBgn0046214,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6279,chr3R,FBgn0046214,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6280,chr3R,FBgn0046214,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6281,chr3R,FBgn0039280,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6282,chr3R,FBgn0260229,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6283,chr3R,FBgn0259152,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6284,chr3R,FBgn0259152,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6285,chr3R,FBgn0039282,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6286,chr3R,FBgn0039282,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6287,chr3R,FBgn0039282,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6288,chr3R,FBgn0039282,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6289,chr3R,FBgn0039282,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6290,chr3R,FBgn0039282,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6291,chr3R,FBgn0039282,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6292,chr3R,FBgn0267767,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6293,chr3R,FBgn0039283,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6294,chr3R,FBgn0083946,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6295,chr3R,FBgn0039286,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6296,chr3R,FBgn0039286,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6297,chr3R,FBgn0039286,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6298,chr3R,FBgn0039288,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6299,chr3R,FBgn0022800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6300,chr3R,FBgn0039290,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6301,chr3R,FBgn0039290,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6302,chr3R,FBgn0039290,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6303,chr3R,FBgn0039291,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6304,chr3R,FBgn0051106,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6305,chr3R,FBgn0051103,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6306,chr3R,FBgn0039293,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6307,chr3R,FBgn0039294,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6308,chr3R,FBgn0039294,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6309,chr3R,FBgn0039294,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6310,chr3R,FBgn0039296,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6311,chr3R,FBgn0039297,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6312,chr3R,FBgn0039298,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6313,chr3R,FBgn0039298,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6314,chr3R,FBgn0039299,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6315,chr3R,FBgn0000158,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6316,chr3R,FBgn0039300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6317,chr3R,FBgn0039300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6318,chr3R,FBgn0286042,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6319,chr3R,FBgn0039301,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6320,chr3R,FBgn0039301,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6321,chr3R,FBgn0039302,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6322,chr3R,FBgn0039302,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6323,chr3R,FBgn0039303,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6324,chr3R,FBgn0039303,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6325,chr3R,FBgn0039304,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6326,chr3R,FBgn0267768,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6327,chr3R,FBgn0039305,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6328,chr3R,FBgn0027090,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6329,chr3R,FBgn0039306,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6330,chr3R,FBgn0266741,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6331,chr3R,FBgn0263002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6332,chr3R,FBgn0039307,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6333,chr3R,FBgn0039309,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6334,chr3R,FBgn0039309,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6335,chr3R,FBgn0039308,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6336,chr3R,FBgn0039308,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6337,chr3R,FBgn0039310,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6338,chr3R,FBgn0039311,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6339,chr3R,FBgn0039312,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6340,chr3R,FBgn0039313,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6341,chr3R,FBgn0039313,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6342,chr3R,FBgn0051300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6343,chr3R,FBgn0051104,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6344,chr3R,FBgn0039315,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6345,chr3R,FBgn0039316,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6346,chr3R,FBgn0051098,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6347,chr3R,FBgn0051102,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6348,chr3R,FBgn0051102,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6349,chr3R,FBgn0051097,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6350,chr3R,FBgn0051288,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6351,chr3R,FBgn0039319,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6352,chr3R,FBgn0051370,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6353,chr3R,FBgn0051436,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6354,chr3R,FBgn0039321,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6355,chr3R,FBgn0039321,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6356,chr3R,FBgn0039321,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6357,chr3R,FBgn0051099,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6358,chr3R,FBgn0051087,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6359,chr3R,FBgn0051087,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6360,chr3R,FBgn0039323,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6361,chr3R,FBgn0039324,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6362,chr3R,FBgn0039325,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6363,chr3R,FBgn0039326,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6364,chr3R,FBgn0045761,16.310127,10.856012,83.504825,3.939779,0.024588,0.000263
6365,chr3R,FBgn0039328,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
